13,3	14,7	16,0	14,3	10,1	13,7	8,9	16,7	17,8	17,7	20,4	19,8	22,8
14,7	12,8	13,8	13,7	10,7	13,1	9,8	14,3	16,9	17,4	19,3	20,8	20,7
15,3	12,3	13,3	14,5	11,4	10,3	10,4	14,8	18,4	18,4	20,7	20,5	21,5
14,6	15,1	12,4	15,4	11,9	11,3	10,4	16,8	18,7	17,2	21,2	22,3	23,0
14,4	12,2	15,0	13,4	13,8	13,6	9,9	15,0	16,9	17,9	19,3	22,6	20,6
13,8	12,4	12,2	15,0	10,3	11,0	10,0	15,9	17,9	20,1	20,2	20,0	20,9
12,0	13,3	15,2	14,8	13,3	13,5	11,2	15,0	18,6	17,1	20,5	20,5	23,7
14,8	14,5	13,3	13,3	12,0	11,7	10,3	14,2	15,3	17,0	21,3	22,0	20,0
17,8	18,3	19,9	18,8	17,9	16,0	16,4	19,2	23,2	22,0	25,8	24,1	25,0
19,7	18,0	18,1	20,3	17,6	18,7	14,5	18,9	23,1	23,7	25,2	25,7	26,2
19,3	19,8	18,3	18,4	18,5	18,3	16,6	20,5	23,1	25,1	26,7	24,0	25,7
17,2	20,6	19,7	20,2	18,2	17,7	17,0	20,8	23,4	23,1	24,3	25,6	26,3
18,8	18,4	18,5	18,3	19,0	15,1	13,6	19,9	21,4	22,8	24,4	27,2	26,8
21,0	20,4	17,1	17,7	17,8	16,0	16,2	21,9	20,8	23,6	23,6	27,2	26,4
20,3	19,1	20,1	20,7	18,5	15,7	14,1	19,8	20,5	22,0	24,4	25,5	28,1
20,1	18,1	19,7	17,3	16,3	16,0	16,7	21,7	23,1	22,6	24,0	27,1	25,6
20,4	19,9	20,7	18,8	15,9	15,2	14,0	20,0	22,5	22,9	26,0	27,0	27,3
18,8	18,7	18,4	20,4	16,9	16,5	14,5	18,9	21,4	25,2	23,9	25,3	26,3
19,0	18,6	20,0	19,8	17,9	18,0	16,9	20,5	20,1	23,9	25,7	25,6	25,0
18,0	19,3	20,6	19,0	19,0	18,6	15,3	18,8	23,4	25,0	26,3	25,7	25,7
17,3	17,8	21,0	19,5	15,0	15,3	13,3	18,4	22,6	25,7	25,8	26,9	28,3
20,3	19,0	18,4	18,9	17,3	18,5	13,0	22,0	20,8	23,7	23,0	26,1	26,1
18,6	19,3	20,2	19,4	16,0	15,1	15,8	21,8	23,7	25,8	25,5	26,9	28,8
20,5	20,6	18,2	20,8	17,3	15,2	16,3	19,8	21,7	25,5	24,7	24,8	27,6
19,5	18,4	19,0	20,3	16,4	15,0	15,3	20,1	23,0	25,9	26,9	26,3	28,5
17,3	17,7	19,7	19,7	16,3	17,1	13,8	19,6	20,6	22,2	25,5	27,5	25,0
18,8	18,7	17,3	18,3	18,0	17,2	14,0	18,4	21,3	26,0	26,1	26,5	25,7
17,5	18,8	21,0	18,8	18,5	18,1	15,5	19,3	21,1	25,6	25,8	24,2	25,7
20,2	20,6	20,2	19,7	17,8	16,6	13,6	20,0	20,4	25,7	23,0	27,7	27,8
20,2	20,5	20,0	20,5	17,2	18,1	14,2	18,3	24,0	22,0	23,2	24,3	27,5
17,4	18,3	18,3	18,4	18,9	17,0	13,2	21,9	22,8	23,5	25,8	27,2	28,3
17,4	19,6	18,7	17,1	17,7	18,8	13,8	18,2	23,7	24,3	23,3	24,8	25,2
18,6	17,2	20,7	20,2	19,0	16,0	13,6	20,5	23,3	24,7	26,6	24,4	28,5
20,0	19,7	17,4	19,4	18,2	18,4	13,0	20,9	23,7	23,9	26,3	26,0	25,1
20,9	18,9	20,0	20,3	16,5	16,6	13,8	19,8	22,3	22,5	25,8	25,5	26,3
19,9	18,4	19,9	17,1	18,6	16,3	13,1	20,1	21,6	23,0	25,9	27,9	25,3
20,7	18,0	20,8	17,3	16,2	15,6	14,6	19,6	22,3	24,4	24,6	27,1	26,5
20,6	17,4	19,8	20,4	19,0	17,1	13,2	18,0	23,7	23,4	23,1	27,4	26,9
19,2	20,8	20,5	18,1	16,0	18,4	15,3	18,1	21,4	25,2	26,7	27,5	26,4
27,0	27,8	24,6	27,2	23,8	23,6	23,9	26,9	27,2	31,2	31,7	33,9	33,4
27,1	26,2	27,1	27,2	24,6	24,8	22,4	28,1	29,0	29,7	33,4	34,2	34,8
24,9	24,3	26,3	24,4	22,9	22,0	21,2	26,9	29,1	32,4	32,7	31,6	35,4
25,5	26,9	24,7	27,8	24,1	25,8	21,2	27,9	29,1	30,4	31,7	33,5	33,1
25,9	26,6	24,8	28,0	23,5	23,2	22,5	26,1	27,6	31,9	33,8	33,2	33,1
24,7	27,6	24,9	25,9	24,3	22,1	22,4	26,3	28,2	32,0	30,1	33,1	34,6
27,1	26,4	25,1	24,4	22,9	25,5	22,4	25,5	28,5	31,0	31,2	32,3	34,2
26,7	24,8	24,6	24,7	24,7	25,3	21,7	26,7	28,8	30,0	33,7	34,1	33,8
27,3	24,9	26,0	26,2	23,6	24,9	23,3	27,0	28,0	30,5	34,0	34,3	35,3
26,0	26,5	27,7	26,7	25,7	25,2	22,5	27,2	31,0	32,1	31,4	34,2	32,9
27,1	24,8	25,3	27,7	24,9	25,7	21,5	26,5	29,3	32,1	32,4	32,2	32,7
26,4	27,7	24,1	25,9	25,6	22,7	21,7	28,9	27,8	32,2	33,6	34,6	35,6
25,9	24,4	26,8	24,0	23,3	22,3	21,4	27,2	27,2	29,8	33,6	33,3	33,1
26,6	27,4	24,9	25,3	25,1	22,6	22,9	26,0	30,6	30,0	32,3	33,5	33,5
24,9	27,5	25,2	24,1	24,7	23,1	20,2	28,6	27,9	33,0	33,7	31,0	34,8
25,2	25,1	27,0	26,8	25,3	25,0	22,4	28,1	30,4	32,5	30,9	34,2	32,2
26,5	25,1	27,7	27,8	23,2	22,1	22,5	27,7	29,6	29,8	30,5	31,2	35,3
26,2	27,9	26,6	28,0	22,6	25,0	22,1	27,0	30,5	31,3	31,6	34,1	33,1
27,8	25,7	26,1	27,1	25,8	24,4	22,5	27,3	29,1	29,5	30,7	31,5	34,3
24,4	25,7	24,9	26,9	23,9	23,4	20,2	28,1	27,1	29,6	33,8	31,9	35,1
24,1	24,4	24,8	24,8	23,2	25,0	22,3	28,1	29,6	30,2	33,8	31,5	35,4
26,3	24,3	24,0	27,8	23,9	22,4	22,0	26,1	30,7	29,6	32,1	31,5	35,1
26,4	26,2	27,8	24,7	24,4	24,0	21,7	25,3	28,5	29,5	33,2	33,8	33,1
24,9	25,0	24,2	24,0	22,8	24,4	20,2	28,2	31,0	30,3	32,2	34,6	32,8
27,4	25,8	25,1	24,5	23,8	24,5	23,0	28,0	30,4	29,3	30,8	33,5	35,2
26,6	25,4	26,4	24,6	24,9	23,3	21,8	26,0	29,3	31,9	34,0	31,6	32,2
27,9	25,6	26,5	25,9	24,4	25,2	23,0	25,2	28,1	29,7	32,8	31,2	32,2
24,4	27,5	26,2	26,5	22,5	25,2	20,9	27,0	30,9	29,3	31,2	34,9	33,9
26,5	26,1	25,5	27,5	23,4	23,2	21,8	28,0	30,4	29,7	33,7	33,0	32,7
24,1	27,1	25,7	24,2	23,4	22,3	23,7	28,7	28,9	31,5	31,3	33,4	35,5
