33	29
41	26
-45	9
-4	-9
30	10
16	34
2	-43
-34	-25
32	-7
-45	32
-47	-39
31	30
-18	41
-31	15
3	-33
-10	-17
-22	48
-26	0
-30	46
-18	-29
12	11
3	-12
29	-44
30	1
44	-16
-34	45
-33	48
-23	-16
37	48
40	16
22	28
-16	34
-37	-30
18	-15
-20	43
35	-15
-10	27
10	-35
24	47
-25	2
-28	34
14	7
12	-33
3	13
-19	17
45	41
48	-18
-21	-30
-25	40
-16	-6
-34	46
-23	39
-9	-41
-25	29
48	17
25	-30
11	-38
-46	-21
5	49
19	35
45	-27
21	44
-36	22
29	-33
-11	3
29	1
-11	2
-3	-10
30	16
12	11
-34	-33
10	-4
8	10
32	35
-28	-29
-11	-29
-21	11
-6	-1
-34	-21
-37	-24
41	-10
34	2
-7	-16
-9	-9
-29	-24
22	20
-2	-43
40	8
-4	-41
18	36
36	-13
24	-39
16	36
-50	10
27	48
-40	-14
8	-15
45	-22
-14	-39
-4	39
-41	14
-47	-14
-3	29
10	1
-9	-4
33	48
-12	-5
-1	44
35	-26
23	-25
-18	-32
12	32
-2	16
-14	1
41	9
15	-16
-40	-9
-32	-42
-21	-40
10	-38
-44	7
3	-50
-20	-16
-36	-34
-22	-11
8	13
-4	9
13	-45
46	-45
-42	11
-4	-17
10	-2
2	12
-3	40
37	38
-4	8
9	-43
-17	-19
12	18
0	-10
27	-15
35	-44
-23	31
15	46
28	-24
48	-30
3	45
-43	-25
-31	-34
-32	-3
-19	-50
8	24
31	-41
32	-16
-36	33
20	-48
-37	15
46	19
-20	-18
-7	-31
31	-33
-28	-44
9	-33
-34	-12
-34	47
46	-11
-39	-5
-24	-50
9	18
-3	0
-26	13
-5	42
7	-46
-3	-7
9	-50
-43	-15
-42	2
15	-47
36	-46
22	-48
29	-49
-47	13
-30	-5
11	0
37	37
-28	40
38	-8
6	8
7	-39
4	-24
49	-34
-23	34
46	-41
13	-24
6	-14
26	-24
-3	3
12	-19
47	9
-41	23
-6	48
12	47
-35	-24
-5	36
-45	21
-34	17
1	-4
-19	-42
47	-25
36	-10
8	-27
42	-22
-18	46
32	39
32	34
44	-24
48	-20
24	43
35	1
34	-45
26	0
5	25
48	23
-26	-22
-19	35
-13	49
-4	35
-20	-27
2	37
-34	-47
7	-2
-6	13
10	44
-30	34
-6	-25
-4	-24
32	-7
20	17
35	17
-16	15
-8	48
32	2
-12	-45
31	3
19	39
5	8
15	7
16	-2
-38	8
-24	-1
0	32
-19	5
2	35
-34	-14
-24	18
49	16
2	-9
-27	12
2	-17
-5	32
12	-33
-32	-20
38	27
-14	-16
42	-5
-28	-21
-31	17
7	14
17	-32
2	28
32	-28
29	11
-9	19
-25	45
0	-41
-11	44
-2	-43
2	-5
14	28
42	-11
-43	-41
44	28
-21	-6
-46	1
41	-18
24	-13
-48	3
24	40
24	-1
-28	0
-28	-22
-11	-41
44	-36
42	33
-25	11
24	46
-31	29
-21	-32
46	7
26	39
-49	-8
23	37
-46	46
-18	17
42	-32
-7	25
-49	-4
12	-35
-5	10
-50	-4
18	5
35	49
-36	-9
-11	-15
-8	-7
-2	-42
-21	-38
28	45
4	-21
26	-14
49	47
-43	-18
24	-24
-22	20
-37	11
-18	-48
-8	-2
13	18
16	41
-5	29
3	9
11	48
-26	-39
-10	20
26	-31
11	31
-24	28
-39	-5
-47	30
-41	22
-44	-9
49	45
14	-30
-2	-32
1	34
-48	18
-31	-20
-15	-42
7	-50
31	-38
1	27
9	-19
-5	-32
26	-38
30	-12
-17	-38
16	-15
14	47
32	-6
17	42
6	-8
24	0
40	26
-14	33
27	-42
-41	37
-1	-12
38	-17
35	-35
2	19
44	40
-17	43
46	8
-34	7
29	42
3	29
-38	-31
-8	-7
-2	43
46	32
19	17
35	40
7	28
-31	49
-44	8
-16	24
47	-46
-27	43
21	44
-7	-22
-16	-47
28	-10
8	26
-13	-8
47	28
-39	-7
-21	-43
-10	-27
0	-16
46	-43
-12	-26
20	3
11	-42
-13	14
33	3
43	-20
-2	29
24	-2
-32	45
-24	26
35	-27
-29	37
17	-1
36	-20
22	6
-18	6
-22	27
-19	23
1	0
-29	-24
22	-21
9	-43
45	-15
-9	-49
-37	47
12	-5
49	25
-40	24
42	5
31	-13
-2	-7
-26	4
-34	-39
-3	-7
7	-31
39	-33
-6	20
30	37
19	-44
19	-30
-18	23
19	28
-16	-49
-23	-43
44	-3
-19	-30
-35	38
-47	11
-38	41
-50	-15
-25	2
-5	17
8	12
-3	3
34	12
44	-25
-26	-29
-34	-25
-43	-50
21	-15
-16	25
-11	33
-24	-46
5	26
12	13
13	-45
-13	12
-26	25
35	14
-13	39
-1	26
-46	-37
-14	43
-48	14
-22	-49
37	-15
46	-39
-17	-44
20	17
7	-22
41	17
18	25
9	-2
-15	-32
17	21
29	25
-6	2
14	24
48	-24
-28	21
-13	34
-15	14
-33	-29
-22	-6
-21	-45
5	-23
35	-31
46	14
-20	-42
-29	39
3	-26
41	28
45	-33
-20	20
-29	28
13	38
46	5
-24	-37
49	45
-22	16
40	-29
16	49
-11	-8
-33	13
26	-21
-8	29
23	-6
-8	-48
44	29
-23	-27
-43	-31
37	0
-30	-1
2	-16
4	7
38	9
-29	-33
49	-44
33	41
-21	17
5	16
-23	45
-14	37
27	-33
-41	34
-34	8
40	11
11	-32
33	20
2	34
-48	-17
-19	-35
-35	-49
-35	6
-41	1
-49	-27
35	10
16	-9
1	-20
31	-42
-7	-36
32	-31
47	-32
43	6
-17	-35
-12	18
-36	-46
-32	1
26	-45
27	-36
39	0
-16	-27
46	48
42	-27
-28	-37
25	-21
-26	14
35	47
20	-35
8	10
-31	-38
-49	32
-22	-27
18	14
-12	45
22	18
-22	-8
35	-44
27	-7
-1	-19
3	-10
-16	45
30	-1
-13	16
9	-21
27	-16
33	-48
-39	-42
3	-34
-47	-50
-4	-38
-29	32
9	1
-34	12
-39	19
10	4
4	6
5	-26
-39	4
-43	-49
20	-42
-22	42
-22	34
37	38
34	43
30	18
-13	-37
-25	42
-4	44
41	-29
37	33
-15	25
20	47
-36	20
-9	-45
40	-10
29	44
5	-43
-22	-20
-49	14
-32	-25
-1	26
24	33
-21	11
18	-40
35	3
12	33
-46	-6
-49	-43
32	-23
-8	-43
-41	25
-11	-15
-11	-2
-26	27
-22	6
39	-2
-46	20
41	30
-49	49
-18	6
49	-6
-33	-33
41	43
3	21
15	3
-1	18
24	-4
39	-50
-36	-48
-15	-34
-12	41
-30	33
-4	39
32	-36
27	-21
-49	-45
19	-32
-31	-19
-4	23
46	27
43	-25
27	-15
45	-30
20	-3
-10	22
-40	27
38	-10
-22	-29
25	-45
17	-12
34	8
43	-22
-7	-42
2	24
-32	3
23	-36
-8	-12
-42	-39
29	0
-21	5
48	0
-31	1
8	-3
33	12
41	-26
18	38
-24	25
27	-23
-21	40
16	-17
-50	15
25	-32
-9	-43
-46	12
-30	-46
2	6
30	33
15	-29
-18	-3
7	8
46	-26
-30	-25
3	32
-49	3
30	-8
15	-29
-6	7
44	12
-21	-41
27	48
-31	-49
1	-34
8	-50
49	-48
10	-42
23	-36
-19	20
-2	0
-2	48
-12	-27
23	21
-49	-7
23	-11
48	-33
9	-3
-40	-49
-21	-31
-24	18
37	-18
33	-4
28	27
-21	-2
-41	44
-47	-48
37	-1
24	-36
33	45
-22	-42
-32	-34
42	4
16	-22
24	7
-11	19
-39	-20
-37	32
-37	-25
-10	44
12	-50
34	6
-24	-34
-37	31
-25	-16
-47	2
46	39
0	-44
37	-29
-47	-26
-35	-15
-34	24
-18	36
1	19
42	-15
-40	-8
-6	-30
-20	34
-33	-26
23	-33
-45	23
10	23
48	43
-30	29
-42	22
5	7
40	2
32	11
49	-50
-28	7
21	33
-16	6
-22	1
-13	-38
29	18
0	-25
-27	-30
-12	27
32	31
38	-30
37	43
22	-22
-44	-17
6	-49
7	11
-19	26
-17	24
-4	-33
43	36
12	14
-12	0
-46	31
38	-4
47	6
-16	-19
8	3
-16	-29
38	19
16	-26
3	-30
-7	23
-20	3
14	-13
-9	2
-50	2
-45	-11
-45	28
-17	34
42	24
-12	42
-29	-13
32	-9
17	-49
-28	8
-21	25
47	34
17	46
-48	22
29	32
6	37
-4	-32
-29	49
-13	-32
38	-31
-19	24
-41	-46
46	-21
24	26
19	-12
41	24
15	-49
-19	22
-13	26
-29	-19
-29	-36
26	-21
35	-44
38	17
-1	-8
-10	10
25	-43
-40	-11
-24	-24
-45	-27
-24	27
31	26
9	0
-15	33
24	34
-20	-15
-41	-19
-31	16
-48	43
-48	13
-1	11
28	-8
44	-19
1	2
-42	22
21	48
17	13
14	-14
24	5
33	45
-39	-46
-6	13
-3	27
-3	32
-18	11
-32	-9
-15	-11
34	5
19	-23
23	12
12	-38
-32	-10
-1	14
41	1
-13	-3
25	-3
-7	-30
-47	-4
-34	-43
11	-18
-46	41
25	-3
26	-27
-28	26
46	-42
-47	5
-3	-27
-8	45
-12	-35
-32	-15
-6	-17
17	45
25	1
22	-7
45	40
-31	11
-10	-13
-5	-47
-3	-21
17	-18
27	43
-14	-15
-7	-38
-4	-32
6	22
-16	48
-42	-1
-46	-32
-50	-35
41	12
5	-19
-35	-4
21	-37
45	36
31	-13
11	0
-27	-2
38	45
46	-33
-42	-29
-20	4
-1	-15
23	-47
-1	6
-46	-25
-25	19
-7	13
-34	-12
8	46
-25	12
10	11
41	8
-48	10
-27	-5
20	49
-15	27
9	40
-46	-28
-22	22
-1	28
-31	-13
-26	-41
-33	-8
11	43
-13	19
41	-8
-29	-35
24	31
-23	-25
-37	3
-22	20
-2	49
-36	48
-50	-33
21	-44
14	27
-29	41
-10	34
-1	36
-11	-35
19	-36
44	-11
34	43
22	-19
-29	-28
-45	-47
-41	-25
48	-33
36	-29
-1	-25
-39	36
-10	15
16	39
-37	7
-8	30
-14	30
-24	-28
32	43
-18	-11
-13	-16
-46	29
-38	-14
-12	-17
17	-50
-27	15
26	-14
-34	24
-23	-30
34	27
10	29
-6	-38
-18	13
13	-20
41	-22
-2	-12
29	5
-5	6
-26	26
-34	-31
-30	-17
-26	-45
-43	-30
25	-41
-11	2
-8	22
33	35
-38	4
-20	14
-1	31
-33	-10
-32	-32
32	24
-12	-14
26	35
-33	-29
26	47
23	-49
-35	0
1	37
-10	-46
23	-49
9	34
3	44
-4	-24
-3	26
-10	45
-42	14
10	-6
-22	-30
33	21
43	-21
48	14
-43	-28
11	-15
-2	-29
-32	-48
-18	-49
-14	-11
-13	22
-35	49
24	24
-30	28
39	5
-43	34
15	4
15	-26
-29	-14
-36	-43
-11	34
42	-14
27	16
-39	-29
24	-17
-11	-6
23	-35
41	-48
41	19
-4	12
-38	10
-7	-4
37	-23
-30	-5
-38	-50
43	3
25	29
16	-44
17	-32
-10	-46
-7	41
15	-41
-14	37
-16	43
14	-27
3	1
-49	-29
-17	32
36	48
20	44
11	-22
25	48
-5	6
38	-29
35	-40
-5	-24
-7	5
-27	-21
36	18
-7	-49
-19	-1
46	-23
-24	19
-49	43
45	-42
0	22
-12	6
21	45
-17	17
8	-10
-31	5
-38	47
2	10
-35	12
-27	-45
42	17
40	-38
19	-24
36	-38
23	-26
-16	-15
-1	3
27	39
-5	24
-19	40
1	-27
14	28
9	2
-1	33
-2	17
-48	-29
-37	-36
21	-29
4	-2
28	5
-46	-10
49	-45
10	46
2	38
-31	-1
-15	-20
-32	19
-41	45
43	-2
36	-38
19	35
-50	14
-36	10
23	0
-39	-43
-44	17
-42	4
-27	20
-47	35
31	-32
9	4
3	33
0	31
25	47
41	26
-21	-26
14	27
23	33
-7	4
-31	37
23	-48
-1	23
-1	-21
25	-22
-29	48
46	-48
-50	-15
4	6
-33	-4
-46	-31
30	20
33	16
-8	30
32	44
-48	7
22	8
-26	-9
-34	-30
-48	-34
15	-42
-42	7
21	-36
-7	39
16	25
-46	-14
-46	-5
36	-16
42	-14
1	48
13	37
-26	42
-17	15
-31	-30
-38	29
-42	32
5	43
-8	8
48	48
12	25
-19	-24
-10	19
-9	24
-23	25
-31	21
2	-33
-35	-42
-50	39
7	9
33	26
49	1
-23	-16
33	20
13	-1
32	21
-35	49
40	-7
5	43
20	-36
39	29
19	-3
23	-16
26	-36
7	47
-40	-19
-13	37
-49	30
-5	1
-6	-41
-48	24
-22	8
-32	-15
22	49
41	28
30	20
-22	-20
-20	-22
30	20
20	11
-42	-38
-12	34
43	2
47	19
13	8
-29	3
14	39
21	-23
-12	40
-8	7
-37	15
-39	-8
-14	-19
-32	1
3	29
-18	-34
-5	-9
-24	41
-32	-14
-11	-31
25	30
-45	-28
-30	-5
40	-48
-43	22
45	46
-31	36
-16	22
39	-18
40	0
0	-10
-36	6
18	-17
6	28
-40	-8
-23	-13
-27	10
13	-10
-49	43
5	-49
-42	-40
43	4
-47	12
-25	-9
3	-36
15	-32
-41	26
4	29
-4	29
25	-9
7	41
37	-14
-7	-44
-26	7
-33	-29
-4	-1
-23	49
-30	-42
-9	45
-50	-7
-46	-43
23	2
0	6
-6	-30
40	26
30	43
15	17
-19	32
-2	4
-41	-6
-41	-17
4	33
35	1
-2	46
44	-39
-35	-34
31	-16
20	8
-39	-35
-11	14
7	30
-41	-37
16	29
-48	-5
-15	47
-11	19
15	29
-31	9
33	25
-47	-25
-14	-15
-12	42
-40	-42
-14	-39
-39	44
30	16
13	18
10	-5
4	-48
18	-10
-48	40
-48	-18
49	-5
40	-48
-22	-40
19	-38
34	-21
-17	-24
-43	-35
-46	-14
14	-4
36	44
-1	-18
-47	19
-29	-31
49	48
45	27
-13	49
-27	-50
33	29
-16	34
14	-21
-37	11
-42	-9
-20	-14
43	-49
7	-26
-44	0
-47	-47
-31	15
-20	43
-42	0
-41	22
39	16
-37	31
29	11
23	-18
-4	32
38	-43
47	-28
34	-18
19	-40
-42	-31
-48	-48
-5	40
-34	39
-5	6
-23	-49
-45	-35
7	-33
10	-21
-31	-22
47	-17
40	-46
-6	37
44	-34
-29	-45
-2	-48
11	-5
29	-18
-35	48
22	-29
-15	-11
13	-29
48	1
7	-45
-44	22
29	22
31	4
34	13
-36	6
-41	-50
47	-25
-16	12
-17	14
-39	4
-2	-1
-23	-38
9	-10
36	42
48	-1
4	21
16	-46
8	-22
19	32
-9	27
-40	41
4	32
36	-22
-42	-31
-34	-14
-30	37
3	36
40	-16
31	2
44	-23
14	-17
38	-15
-29	23
29	-33
2	-11
5	-1
-49	29
-9	-20
-18	38
23	-24
12	-35
47	-20
-46	5
45	22
47	3
31	27
45	-2
-24	27
35	-41
-15	48
34	-38
41	11
5	-1
-12	49
0	36
4	1
-40	-21
4	13
-23	3
25	-33
33	42
-27	44
-6	-2
-7	46
27	-46
24	-27
-14	-13
-36	33
-5	-8
-11	-38
-30	43
-49	3
-37	34
-36	49
-46	-45
-21	-48
24	47
49	-12
-35	-42
-26	12
-50	48
27	-15
28	-37
14	31
-38	16
2	-39
4	-37
48	38
32	6
10	-46
-26	10
-25	-46
-9	-45
-38	-13
0	11
38	-38
-16	-38
-6	-48
-43	7
-1	-16
-36	-19
4	37
22	-13
-6	41
-39	20
28	7
34	28
-17	8
-14	-24
-29	37
44	46
-24	-6
18	-33
-14	-26
22	10
9	-43
-38	-30
2	-17
-3	21
10	12
46	-38
-46	26
-4	41
-7	-46
-8	27
27	18
13	16
-20	-38
-12	34
35	17
37	-44
-43	20
-26	-40
3	-43
9	-7
-34	-15
45	10
-24	10
-35	-33
29	-14
39	18
-20	36
-15	25
-9	44
-1	0
-17	37
-7	37
-45	9
-21	49
29	22
-33	-39
-50	45
44	47
-12	-9
3	40
-23	47
-23	32
-17	-10
39	-37
8	-4
18	24
37	30
-3	-11
-38	-39
1	24
32	-16
39	27
6	-36
-7	17
21	-9
-26	-40
-49	-50
-33	14
5	-23
-10	-46
26	-45
15	-27
-4	0
28	36
42	9
-31	-40
27	17
-6	49
0	-2
-36	-34
-20	-41
12	-48
2	-13
34	-22
16	-15
13	-6
-33	-40
-9	-17
-15	-8
-35	-3
-8	6
-10	-1
24	31
-7	-46
25	1
-29	40
-5	4
46	39
-10	47
-7	-20
-26	-14
31	6
-18	-16
-32	-9
28	-44
-33	49
29	-8
16	-48
-47	-18
5	-2
-5	46
33	-13
-35	44
-41	37
-22	-17
-46	15
25	-28
-7	-42
-13	-42
31	23
-44	-16
15	9
34	-40
7	11
27	19
-23	33
37	9
39	6
-15	-31
3	-30
-25	16
-8	-27
-48	29
-43	-39
-50	-35
-36	-36
-34	-5
35	-30
49	-39
-2	43
2	-17
-49	1
-22	-46
-11	2
14	-34
27	5
15	36
-11	8
8	-22
48	23
-37	-8
17	39
8	34
40	34
27	32
-37	-45
30	43
-46	-29
8	7
49	-30
-48	19
12	-17
15	44
25	-33
-20	19
-3	26
41	-22
-22	29
0	8
-27	6
49	2
-13	-34
-25	13
13	23
28	27
30	39
19	-10
10	-41
16	0
-36	4
-16	37
-29	22
14	-28
30	17
-17	49
23	-23
-17	43
44	26
31	7
-12	-23
-14	-36
-25	17
22	-12
27	-15
-33	-29
-5	-3
-4	39
-7	40
-29	-15
-6	-39
8	19
-6	33
-48	46
-45	0
-49	49
35	-22
-46	42
49	4
13	-48
-29	-39
-2	35
-31	30
38	15
19	8
30	40
41	-12
-42	-50
14	18
2	-36
-37	41
0	40
-39	-31
39	-4
33	42
22	-3
-21	-3
38	-50
-31	-50
-37	-6
41	6
37	24
27	-47
-49	35
-5	-2
-4	-30
41	-14
16	-3
-43	-43
-27	13
30	-4
-25	-14
-16	20
15	0
44	-26
44	-34
-42	-30
42	12
46	-4
44	-28
26	3
18	1
23	31
-8	-45
45	-50
-38	37
-12	27
-23	36
-49	2
48	-19
-9	-20
1	-50
0	-42
23	-46
-2	-32
-21	-45
-31	-13
-14	-48
-3	24
-30	-8
-29	26
-20	21
-2	46
4	-5
26	-28
24	7
4	13
18	-8
-2	-15
42	31
43	-2
22	21
11	-28
-16	16
-4	-48
-30	38
-18	-12
38	17
28	39
5	-19
19	11
-1	-42
32	-39
18	-3
33	27
17	-11
36	-45
30	36
-6	44
25	16
-25	48
16	46
44	42
-32	-25
1	48
25	19
-27	0
3	16
-22	16
-37	-49
47	-37
-7	-37
2	19
-15	-37
46	-3
41	40
-11	-24
24	-36
18	-29
23	5
49	-13
12	-7
18	20
19	25
-32	16
36	-47
-34	21
-12	-46
-22	18
16	46
-8	17
26	-39
-20	-47
28	-6
-18	-14
32	41
9	-48
30	-28
-19	-37
-22	-19
23	-16
-16	-41
9	17
12	17
-4	-5
-27	39
19	-29
-19	-14
16	47
-50	-43
-50	-4
-30	30
-31	-17
32	-34
35	-32
-1	-25
43	-36
-36	-7
35	-18
3	33
-15	36
0	-38
27	-7
-28	28
-33	-24
-47	22
21	-27
46	-18
-7	0
49	8
-14	-36
31	-29
47	17
-36	17
-12	-42
-3	14
2	22
16	-49
-37	40
-37	-50
-34	37
-22	-30
3	-34
17	19
-32	-36
23	43
27	34
-32	-6
14	20
-18	-6
-23	-1
-18	-49
-3	30
-12	6
6	-36
-15	-26
-3	-48
-3	-28
-38	34
-27	29
26	-49
-31	-17
-18	31
13	38
11	4
-12	43
-50	-27
14	6
-44	-23
30	20
-29	-8
-37	-9
-22	-42
3	7
4	-26
46	-34
35	-14
-23	46
-31	21
46	-13
33	-41
33	-35
-33	-25
-48	4
12	49
0	-31
-1	-15
28	31
-41	48
-40	15
12	24
-21	26
6	-18
44	-43
17	-10
-9	36
39	43
-31	26
-16	18
21	-33
1	44
6	-34
-22	49
-38	32
49	46
6	-43
-22	-19
14	-24
-45	-22
-47	21
-4	30
-48	-21
42	-2
-47	44
-18	38
13	-48
38	8
-36	21
31	-21
-48	-1
33	-5
-21	28
23	9
20	-21
-8	-27
-23	-42
48	1
40	-28
34	40
-43	11
1	-15
9	44
-26	-33
-27	4
45	-44
-50	11
-29	47
-3	-33
-13	43
-39	34
24	-19
3	35
-30	37
-31	43
-28	-46
45	-39
-9	-46
3	3
-35	-26
-11	-46
-48	-23
-21	33
22	-2
-41	48
-24	-50
-34	11
48	3
-29	-32
-46	48
7	20
-28	20
3	-30
-22	27
28	1
-50	-42
33	-26
-24	41
-38	-13
-16	32
48	-44
-47	21
-21	-12
3	32
28	-7
-37	27
35	10
45	-18
22	10
-47	15
43	-2
-17	-4
-10	-17
-32	34
-36	23
-22	18
22	-49
-46	47
-21	-38
10	-13
-25	-20
-24	10
38	-45
46	36
-24	-20
13	-7
-16	-4
-12	-48
47	-40
48	-29
-32	21
17	-40
-5	-27
25	-18
-35	12
21	6
8	38
14	13
46	0
-12	32
45	-14
-13	26
16	-50
-38	39
7	36
15	11
3	-23
11	39
-6	-50
-26	37
39	9
